Week End,Show,Type,Theatre,Grosses,Attend,% Cap
8/21/2022,THE LION KING,Musical,Minskoff,1980606,13524,1
8/28/2022,THE LION KING,Musical,Minskoff,1795793,13226,0.97
9/4/2022,THE LION KING,Musical,Minskoff,1757862,12979,0.96
9/11/2022,THE LION KING,Musical,Minskoff,1580294,12808,0.94
9/18/2022,THE LION KING,Musical,Minskoff,1639087,12942,0.95
9/25/2022,THE LION KING,Musical,Minskoff,1703438,12973,0.96
10/2/2022,THE LION KING,Musical,Minskoff,1573992,13231,0.98
10/9/2022,THE LION KING,Musical,Minskoff,2066059,13471,0.99
10/16/2022,THE LION KING,Musical,Minskoff,1815269,13517,1
10/23/2022,THE LION KING,Musical,Minskoff,1714707,13541,1
10/30/2022,THE LION KING,Musical,Minskoff,1704717,13124,0.97
11/6/2022,THE LION KING,Musical,Minskoff,1761156,13371,0.99
11/13/2022,THE LION KING,Musical,Minskoff,1537809,13227,0.97
11/20/2022,THE LION KING,Musical,Minskoff,1856550,13445,0.99
11/27/2022,THE LION KING,Musical,Minskoff,2674898,12772,0.94
12/4/2022,THE LION KING,Musical,Minskoff,2162999,12881,0.95
12/11/2022,THE LION KING,Musical,Minskoff,2365967,13398,0.99
12/18/2022,THE LION KING,Musical,Minskoff,2449001,13190,0.97
12/25/2022,THE LION KING,Musical,Minskoff,2590306,11437,0.96
4/3/2022,THE LITTLE PRINCE,Musical,Broadway,359264,5771,0.55
4/10/2022,THE LITTLE PRINCE,Musical,Broadway,311133,9870,0.71
4/17/2022,THE LITTLE PRINCE,Special,Broadway,373831,6704,0.57
4/24/2022,THE LITTLE PRINCE,Special,Broadway,280887,3263,0.28
5/1/2022,THE LITTLE PRINCE,Special,Broadway,232808,3050,0.26
5/8/2022,THE LITTLE PRINCE,Special,Broadway,330668,6231,0.53
4/3/2022,THE MINUTES,Play,Studio 54,140970,1599,0.8
4/10/2022,THE MINUTES,Play,Studio 54,393473,4247,0.8
4/17/2022,THE MINUTES,Play,Studio 54,304074,4544,0.85
4/24/2022,THE MINUTES,Play,Studio 54,401095,4318,0.81
5/1/2022,THE MINUTES,Play,Studio 54,374812,4056,0.76
5/8/2022,THE MINUTES,Play,Studio 54,346283,3696,0.69
5/15/2022,THE MINUTES,Play,Studio 54,386898,3890,0.73
5/22/2022,THE MINUTES,Play,Studio 54,342174,3733,0.7
5/29/2022,THE MINUTES,Play,Studio 54,322173,3642,0.68
6/5/2022,THE MINUTES,Play,Studio 54,272498,3118,0.58
6/12/2022,THE MINUTES,Play,Studio 54,280802,3178,0.6
6/19/2022,THE MINUTES,Play,Studio 54,272135,3118,0.58
6/26/2022,THE MINUTES,Play,Studio 54,251171,2799,0.6
7/3/2022,THE MINUTES,Play,Studio 54,193650,2709,0.58
7/10/2022,THE MINUTES,Play,Studio 54,197795,2615,0.56
7/17/2022,THE MINUTES,Play,Studio 54,228508,3027,0.65
7/24/2022,THE MINUTES,Play,Studio 54,291867,3811,0.82
3/20/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3451724,12185,1
3/13/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3182718,11872,0.97
2/27/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3403638,12013,0.98
3/6/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3226508,11694,0.96
2/6/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2786167,11294,0.93
2/13/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2850823,11760,0.96
2/20/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3179871,11999,0.98
1/9/2022,THE MUSIC MAN 2022,Musical,Winter Garden,1724639,6095,0.8
1/16/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2620464,9783,0.8
1/23/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2580976,10036,0.82
1/30/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2493132,9940,0.81
1/2/2022,THE MUSIC MAN 2022,Musical,Winter Garden,417166,1503,0.99
3/27/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3292951,12092,0.99
4/3/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3335201,12133,0.99
4/10/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3324371,12108,0.99
4/17/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3328253,12126,0.99
4/24/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3464388,12177,1
5/1/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3314671,11955,0.98
5/8/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3431657,12151,1
5/15/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3377554,12268,1.01
5/22/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3487855,12316,1.01
5/29/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3287294,12241,1
6/5/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3274286,12191,1
6/12/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3411385,12267,1.01
6/19/2022,THE MUSIC MAN 2022,Musical,Winter Garden,1780050,8637,0.71
6/26/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3234018,11990,0.98
7/3/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3067547,11946,0.98
7/10/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2962599,11696,0.96
7/17/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3062733,12151,1
7/24/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3016700,12151,1
7/31/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2940192,12018,0.99
8/7/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2825166,11585,0.95
8/14/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2784927,11515,0.94
8/28/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2716507,11410,0.94
9/4/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2863653,11594,0.95
9/18/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2954063,11868,0.97
9/25/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2804085,11778,0.97
10/2/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2734858,11602,0.95
10/9/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3099708,12133,0.99
10/16/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2925463,12157,1
10/23/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3028591,12152,1
10/30/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2716237,11755,0.96
11/6/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2899405,11628,0.95
11/13/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2926395,11973,0.98
11/20/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2508603,10836,0.89
11/27/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2865543,10939,0.9
12/4/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3030899,11956,0.98
12/11/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3389857,12283,1.01
12/18/2022,THE MUSIC MAN 2022,Musical,Winter Garden,3249366,12125,0.99
12/25/2022,THE MUSIC MAN 2022,Musical,Winter Garden,2617660,10316,0.97
3/20/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,959191,10019,0.78
3/13/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,723163,7786,0.61
2/27/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,865693,10446,0.81
3/6/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,670302,6999,0.55
2/6/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,506933,6711,0.52
2/13/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,705895,8878,0.69
2/20/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,853429,9508,0.74
1/9/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,654120,6898,0.54
1/16/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,543010,5739,0.45
1/23/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,496169,6125,0.48
1/30/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,417971,5880,0.46
1/2/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1417577,10670,0.83
3/27/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,841426,8966,0.7
4/3/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,738574,8027,0.63
4/10/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,830866,8707,0.68
4/17/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1073263,10009,0.78
4/24/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,850940,8350,0.65
5/1/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,625180,6668,0.52
5/8/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,742308,7847,0.61
5/15/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,728082,7704,0.6
5/22/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,892439,9199,0.72
5/29/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,976104,10049,0.78
6/5/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,880655,9232,0.72
6/12/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,965650,10363,0.81
6/19/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,986380,10442,0.81
6/26/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,958071,10178,0.79
7/3/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1037960,10989,0.86
7/10/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,868468,9541,0.74
7/17/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,925765,9976,0.78
7/24/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1012431,10678,0.83
7/31/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1008620,10853,0.85
8/7/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1008828,10850,0.85
8/14/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,990093,10720,0.83
8/21/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,916431,9992,0.78
8/28/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,851566,9271,0.72
9/4/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,915981,9887,0.77
9/11/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,867997,10440,0.81
9/18/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,964172,11465,0.89
9/25/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1205364,12920,1.01
10/2/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1331024,12609,0.98
10/9/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1541856,12958,1.01
10/16/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1603263,12951,1.01
10/23/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1622813,13003,1.01
10/30/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1602986,12906,1.01
11/6/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1643240,12930,1.01
11/13/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1697853,12985,1.01
11/20/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1784650,13014,1.01
11/27/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,2241317,13027,1.01
12/4/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1966059,12980,1.01
12/11/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,2020245,12991,1.01
12/18/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,2039745,13021,1.01
12/25/2022,THE PHANTOM OF THE OPERA,Musical,Majestic,1921572,11397,1.01
9/25/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,795306,5920,0.81
10/2/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,704051,5872,0.7
10/9/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,743262,6672,0.8
10/16/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,697282,7458,0.89
10/23/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,915116,6938,0.83
10/30/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,918748,7121,0.85
11/6/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,891950,7287,0.87
11/13/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,985286,7690,0.92
11/20/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,961068,7484,0.9
11/27/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,832166,6592,0.79
12/4/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,900020,7024,0.84
12/11/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,938103,7436,0.89
12/18/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,914752,7251,0.87
12/25/2022,THE PIANO LESSON 2022,Play,Ethel Barrymore,639201,5393,0.74
4/3/2022,THE SKIN OF OUR TEETH 2022,Play,Vivian Beaumont,59908,1456,0.46
4/10/2022,THE SKIN OF OUR TEETH 2022,Play,Vivian Beaumont,158782,4032,0.54
4/17/2022,THE SKIN OF OUR TEETH 2022,Play,Vivian Beaumont,138610,3842,0.45
4/24/2022,THE SKIN OF OUR TEETH 2022,Play,Vivian Beaumont,174880,4656,0.55
5/1/2022,THE SKIN OF OUR TEETH 2022,Play,Vivian Beaumont,141111,4004,0.47
5/8/2022,THE SKIN OF OUR TEETH 2022,Play,Vivian Beaumont,174481,3304,0.39
5/15/2022,THE SKIN OF OUR TEETH 2022,Play,Vivian Beaumont,115745,2371,0.45
5/22/2022,THE SKIN OF OUR TEETH 2022,Play,Vivian Beaumont,164479,2768,0.44
5/29/2022,THE SKIN OF OUR TEETH 2022,Play,Vivian Beaumont,289682,5626,0.66
3/20/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,778222,6471,0.55
3/13/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,657368,5759,0.49
2/27/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,874555,8528,0.72
3/6/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,609094,5200,0.44
2/6/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,559576,5654,0.48
2/13/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,766141,7538,0.64
2/20/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,729516,6698,0.57
1/9/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,380423,3064,0.26
1/16/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,427871,3481,0.29
1/23/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,406436,4119,0.35
1/30/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,427058,4448,0.38
1/2/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,720171,4341,0.37
3/27/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,812681,6890,0.58
4/3/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,751186,6138,0.52
4/10/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,858473,6868,0.58
4/17/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,826821,7164,0.61
4/24/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,969832,8128,0.69
5/1/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,872346,7024,0.59
5/8/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,1065578,8694,0.74
5/15/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,1015122,8626,0.73
5/22/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,1013156,8447,0.71
5/29/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,909006,7756,0.66
6/5/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,747931,6345,0.54
6/12/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,931804,7857,0.66
6/19/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,771541,7142,0.6
6/26/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,842973,8179,0.69
7/3/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,716065,7774,0.66
7/10/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,738503,7359,0.62
7/17/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,829952,8228,0.7
7/24/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,909815,8960,0.76
7/31/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,943222,9527,0.81
8/7/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,1044595,10070,0.85
8/14/2022,TINA - THE TINA TURNER MUSICAL,Musical,Lunt-Fontanne,1334842,11779,1
1/9/2022,TO KILL A MOCKINGBIRD,Play,Shubert,362366,4462,0.44
1/16/2022,TO KILL A MOCKINGBIRD,Play,Shubert,465524,5491,0.48
1/2/2022,TO KILL A MOCKINGBIRD,Play,Shubert,1563314,10064,0.88
10/2/2022,TOPDOG / UNDERDOG 2022,Play,Golden,228761,4704,0.73
10/9/2022,TOPDOG / UNDERDOG 2022,Play,Golden,218779,4644,0.72
10/16/2022,TOPDOG / UNDERDOG 2022,Play,Golden,220016,5503,0.86
10/23/2022,TOPDOG / UNDERDOG 2022,Play,Golden,238058,4614,0.72
10/30/2022,TOPDOG / UNDERDOG 2022,Play,Golden,277846,4394,0.68
11/6/2022,TOPDOG / UNDERDOG 2022,Play,Golden,260677,3439,0.54
11/13/2022,TOPDOG / UNDERDOG 2022,Play,Golden,306899,3994,0.62
11/20/2022,TOPDOG / UNDERDOG 2022,Play,Golden,265167,3388,0.53
11/27/2022,TOPDOG / UNDERDOG 2022,Play,Golden,216121,2814,0.44
12/4/2022,TOPDOG / UNDERDOG 2022,Play,Golden,301270,3637,0.57
12/11/2022,TOPDOG / UNDERDOG 2022,Play,Golden,264965,3355,0.52
12/18/2022,TOPDOG / UNDERDOG 2022,Play,Golden,257217,3307,0.52
12/25/2022,TOPDOG / UNDERDOG 2022,Play,Golden,200630,2642,0.41
1/9/2022,TROUBLE IN MIND,Play,American Airlines,273092,3709,0.64
1/2/2022,TROUBLE IN MIND,Play,American Airlines,104423,2896,0.57
10/23/2022,WALKING WITH GHOSTS,Play,Music Box,146402,3078,0.63
10/30/2022,WALKING WITH GHOSTS,Play,Music Box,176996,4211,0.62
11/6/2022,WALKING WITH GHOSTS,Play,Music Box,168378,3169,0.46
11/13/2022,WALKING WITH GHOSTS,Play,Music Box,195216,3254,0.48
11/20/2022,WALKING WITH GHOSTS,Play,Music Box,262122,4170,0.61
3/20/2022,WICKED,Musical,Gershwin,1944704,14901,1
3/13/2022,WICKED,Musical,Gershwin,1504749,13495,0.93
2/27/2022,WICKED,Musical,Gershwin,1586470,13618,0.94
3/6/2022,WICKED,Musical,Gershwin,1132287,10578,0.84
2/6/2022,WICKED,Musical,Gershwin,1136320,11387,0.9
2/13/2022,WICKED,Musical,Gershwin,1272705,12397,0.98
2/20/2022,WICKED,Musical,Gershwin,1498822,12339,0.98
1/9/2022,WICKED,Musical,Gershwin,1123096,9820,0.68
1/16/2022,WICKED,Musical,Gershwin,1088026,9726,0.67
1/23/2022,WICKED,Musical,Gershwin,1030381,10423,0.82
1/30/2022,WICKED,Musical,Gershwin,910557,9704,0.77
1/2/2022,WICKED,Musical,Gershwin,2780165,16697,0.96
3/27/2022,WICKED,Musical,Gershwin,1855219,14640,0.98
4/3/2022,WICKED,Musical,Gershwin,1739736,13949,0.96
4/10/2022,WICKED,Musical,Gershwin,1866191,14230,0.98
4/17/2022,WICKED,Musical,Gershwin,2314088,15948,0.98
4/24/2022,WICKED,Musical,Gershwin,1908644,13958,0.97
5/1/2022,WICKED,Musical,Gershwin,1196763,10609,0.73
5/8/2022,WICKED,Musical,Gershwin,1341127,11264,0.78
5/15/2022,WICKED,Musical,Gershwin,1361373,11040,0.76
5/22/2022,WICKED,Musical,Gershwin,1572052,12754,0.88
5/29/2022,WICKED,Musical,Gershwin,1780207,13662,0.95
6/5/2022,WICKED,Musical,Gershwin,1691594,13476,0.93
6/12/2022,WICKED,Musical,Gershwin,1861096,14273,0.99
6/19/2022,WICKED,Musical,Gershwin,1894999,14532,0.97
6/26/2022,WICKED,Musical,Gershwin,1968156,14702,0.98
7/3/2022,WICKED,Musical,Gershwin,1826026,13924,0.96
7/10/2022,WICKED,Musical,Gershwin,1595480,12280,0.85
7/17/2022,WICKED,Musical,Gershwin,1767432,13379,0.93
7/24/2022,WICKED,Musical,Gershwin,1846484,13867,0.96
7/31/2022,WICKED,Musical,Gershwin,1936020,14649,0.9
8/7/2022,WICKED,Musical,Gershwin,1705618,13049,0.9
8/14/2022,WICKED,Musical,Gershwin,1562630,12192,0.84
8/21/2022,WICKED,Musical,Gershwin,1590189,12694,0.88
8/28/2022,WICKED,Musical,Gershwin,1353948,11690,0.81
9/4/2022,WICKED,Musical,Gershwin,1534385,12626,0.87
9/11/2022,WICKED,Musical,Gershwin,1360100,13119,0.91
9/18/2022,WICKED,Musical,Gershwin,1414988,13349,0.92
9/25/2022,WICKED,Musical,Gershwin,1496981,14083,0.97
10/2/2022,WICKED,Musical,Gershwin,1328656,12124,0.84
10/9/2022,WICKED,Musical,Gershwin,1839357,14276,0.99
10/16/2022,WICKED,Musical,Gershwin,1726236,14504,0.97
10/23/2022,WICKED,Musical,Gershwin,1610381,13711,0.95
10/30/2022,WICKED,Musical,Gershwin,1346056,12330,0.85
11/6/2022,WICKED,Musical,Gershwin,1413132,12734,0.88
11/13/2022,WICKED,Musical,Gershwin,1704565,14094,0.97
11/20/2022,WICKED,Musical,Gershwin,1619326,13363,0.92
11/27/2022,WICKED,Musical,Gershwin,2320543,14744,0.99
12/4/2022,WICKED,Musical,Gershwin,1824793,13823,0.96
12/11/2022,WICKED,Musical,Gershwin,2083245,15237,0.99
12/18/2022,WICKED,Musical,Gershwin,2159025,15265,0.99
12/25/2022,WICKED,Musical,Gershwin,2362930,15120,0.98
